,shift2
532,-0.2770127180761082
533,-0.4119730359119318
534,-0.30184589164762093
535,-0.7526751761016304
536,-0.43707723455309294
537,-0.8182511005913631
538,-0.18928046736763662
539,-0.5634775845629092
540,-0.3386286953493325
541,-0.6470683065008406
542,-0.4818457930414194
543,-0.21575050183207997
544,-0.5989588612325537
545,-0.27613083066105903
546,0.2624196694984907
547,-0.2133992086400985
548,-0.8121731861307967
549,0.010743230629957919
550,-0.11075756828059807
551,-0.18042647251541577
552,-0.06939276322197839
553,-0.38859877788561703
554,-0.340101429033429
555,-0.4710201899517299
556,-0.09906413121695691
557,-0.3726108667189128
558,-0.5300894198308933
559,-0.11505506176620715
560,-0.25094761737699023
561,-0.25647781611100773
562,-0.47718595926490887
563,-0.3910141050669876
564,-0.5263193980686315
565,-0.4536215097520287
566,-0.7090038270310042
567,-0.5554238080230364
568,-0.519625081625783
569,-0.7378002741529494
570,-0.41561281563780816
571,-0.5207550637664202
572,-0.8050015712181157
573,-0.6576734460678304
574,-0.4559010300397175
575,-0.820713703194299
576,-0.44123205718589814
577,-0.35306601035931034
578,-0.3481674525248881
579,-0.7060579559792447
580,0.02277429373845194
581,-0.7596760406331836
582,-0.40362109864571866
583,-0.8390040020668408
584,0.05841773009134422
585,-0.398714164654328
586,-0.35512631305189435
587,-0.568283691705493
588,-0.3850139703739957
589,-0.5594925653418671
590,-0.531524658012952
591,-0.4021146080848792
592,-0.4921964630959919
593,0.0023202282049143395
594,-0.7235812123002796
595,-0.5614432230398583
596,-0.08593595860489127
597,-0.6764369236980892
598,-0.3992778537540425
599,-0.22569184186899666
600,-0.19722097896704954
601,0.21595068336089346
602,-0.48044687712260176
603,-0.27846484871296157
604,-0.527302522881113
605,-0.37277207392564154
606,-0.4913164002356801
607,-0.34537645383535764
608,-0.4174191384064684
609,-0.3170913129282116
610,-0.4691392319128329
611,-0.35458323545447284
612,-0.22715792233610713
613,-0.23659616116424895
614,-0.536445447741294
615,-0.6747372516882477
616,-0.42617013637327655
617,-0.4138224572113645
618,-0.6325448428013658
619,-0.41617760674002324
620,-0.19071085385154662
621,-0.6174489970564804
622,-0.5291131636682723
623,-0.42402986752078775
624,-0.25020367134535615
625,-0.44748008327835026
626,-0.4039505235596595
627,0.027249729114916785
628,-0.25337716150348105
629,-0.342804629342705
630,-0.22113973987602834
631,-0.5211325917256951
632,-0.7148064632077474
633,-0.49537723547721757
634,-0.23782720553101103
635,-0.7238544603364181
636,-0.5253133968894199
637,-0.6441074891236519
638,-0.6326933656341106
639,-0.6322943678488663
640,-0.4712289091979684
641,-0.4832498740415021
642,-0.7607242193337251
643,-0.40181111096405886
644,0.0495867821801574
645,-0.27435565297835496
646,-0.3204766992124638
647,-0.48793191268366426
648,-0.5131186495904427
649,-0.6183288205920655
650,-0.2349168768924709
651,-0.3400208528175652
652,-0.8784842273339433
653,-0.17128236299548663
654,-0.28202651155759084
655,-0.34844407523533205
656,-0.053519184594016465
657,-0.3095508176986505
658,-0.4379055607085137
659,-0.44057781882467206
660,-0.28071448417695183
661,-0.45655452486821674
662,-0.2659234913929779
663,-0.4637532933282779
664,-0.35374402602508187
665,-0.48063594849061897
666,-0.4346296761659851
667,-0.35746448410479426
668,-0.33528848389542065
669,-0.5216037598246515
670,-0.6048671983219547
671,-0.5956993449367729
672,-0.26362703374624386
673,-0.4046825711779799
674,-0.5869390404776279
675,-0.24892576809778819
676,-0.40415509513296
677,-0.561216388288241
678,-0.5175436134602506
679,-0.6461325970686199
680,-0.07572612130156361
681,-0.5938875586987589
682,-0.5595187873396755
683,-0.8653272593598443
684,-0.0018861835481648527
685,-0.5284422349455405
686,-0.41803040922177903
687,-0.4898927372172643
688,-0.11180743817246473
689,-0.30314933130204397
690,-0.6351846623758276
691,-0.451213385457358
692,-0.723364357813439
693,-0.3112898711402997
694,-0.6769673499010352
695,-0.21596332784562478
696,-0.6248837257548379
697,-0.5144926586714198
698,-0.44360752219639993
699,-0.3565918016972602
700,-0.5135249802331352
701,-0.6194117137953938
702,-0.5515932773888365
703,-0.511241492321257
704,-0.7221537882585974
705,-0.442039213502539
706,-0.6075162609452782
707,-0.3071911309268792
708,-0.5922188258324732
709,-0.7742187987229284
710,-0.9860269615949564
711,-0.2948346041398315
712,-0.3562826696107194
713,-0.32992244563060474
714,-0.0179012869289304
715,-0.19629599118815122
716,-0.16991108193273172
717,-0.3655915356137025
718,-0.6266753247091308
719,-0.07035671697494109
720,-0.3364114283019561
721,-0.17835819790001817
722,-0.3240721699959328
723,-0.18656723259423488
724,0.0020332804530688434
725,-0.46590294669867943
726,-0.4451192732629204
727,-0.4069624031443637
728,-0.38625031787123726
729,-0.3712504250114908
730,-1.196227615688957
731,-0.6202517132401943
732,0.077606401268858
733,-0.6307777614806204
734,-0.5000081308202969
735,-0.480564276284065
736,-0.446567204802823
737,-0.39474194835786247
738,-0.29457919843979197
739,-0.15728767323079498
740,-0.4853895039757614
741,-0.015282908773677524
742,-0.5815269451432259
743,-0.33137017649433737
744,-1.1141210489496467
745,0.13451999604963202
746,-0.5206079080289671
747,-0.2067260541250385
748,-0.6625846201229255
749,-0.490856453266627
750,-0.38712025832442937
751,-0.6708319949605214
752,-0.2766891717692846
753,-0.5256538881909089
754,-0.20576077608664872
755,0.08090824878350855
756,-0.26298084186236154
757,-0.6382262286839157
758,-0.0712132682612753
759,-0.4103293479528496
760,-0.2669257541445611
761,-0.003718029414773085
762,-0.16683463690686526
763,-0.8457082321723907
764,-0.3699583408024155
765,-0.43605855902604795
766,-0.4096524006600856
767,-0.011074123575339248
768,-0.30466373595805923
769,-0.5727566505034819
770,-0.4160517811105834
771,-0.13597820859408735
772,-0.5099259949633799
773,-0.1772237703545492
774,-0.0654724075843424
775,-0.5015885107550958
776,-0.22014072138418067
777,-0.7124287354079406
778,-0.45364138712471014
779,-0.5200266704591541
780,-0.47507514065506967
781,-0.08766196237936429
782,-0.29877670574438814
783,-0.5354843917792081
784,-0.7550347699136455
785,-0.1856278143269495
786,-0.5933935802587524
787,-0.6734848852973211
788,-0.6866982871696693
789,-0.6037413029136303
790,-0.23614915628910343
791,0.08035528657685996
792,-0.1845242480553844
793,-0.26066359094847447
794,-0.3294999837760749
795,-0.8655130724451227
796,-0.25347267937588136
797,-0.32475591101095963
798,-0.48879531498990014
799,-0.4366568467523972
800,-0.5588983690627882
801,-0.39363191049152485
802,-0.5538743868145865
803,-0.437819340829393
804,-0.5543305455121298
805,-0.5486005875719677
806,-0.527296033915603
807,-0.6660603714288661
808,-0.9155156732770423
809,-0.6834600233809859
810,-0.6008006020913788
811,-0.6712748547077347
812,-0.42677645625433874
813,-0.6124900802646223
814,-0.2932695554411024
815,-0.19553478932065016
816,-0.6813166396602979
817,-0.6945507452607745
818,-0.5802357197433897
819,-0.2461617495599069
820,-0.15276674854312672
821,-0.4520710903656575
822,-0.6206508444933122
823,-0.5456537760902698
824,-0.30331057236772696
825,-0.1514520251383044
826,-0.36915054982229184
827,-0.34469706331426503
828,-0.33451168139417103
829,-0.6161919314062461
830,-0.4178493480166874
831,-0.2803224506165765
832,-0.19910922268725836
833,-0.6465656362270981
834,-0.7554078605172279
835,-0.4519999132843848
836,-0.7864068979537252
837,-0.08241329748323638
838,-0.19933126632272793
839,-0.517603275127434
840,-0.3885620740897166
841,-0.29439340841714096
842,-0.07195907074844697
843,-0.22864158763394804
844,-0.04433803196528107
845,-0.5982440226574584
846,-0.5138028046325671
847,-0.4768241585981688
848,-0.6607450326291167
849,-0.8075002519267575
850,-0.8247167296808857
851,-0.5219766514206271
852,-0.429151013387892
853,-0.6876910202824456
854,-0.12294128763744558
855,-0.4554524090302212
856,-0.6039211757712962
857,-0.4053330832655364
858,-0.6211728156358018
859,-0.5937892678771586
860,-0.41613347685041796
861,-0.5403326095605597
862,-0.3720715207360125
863,-0.48811299955055587
864,-0.2304992781911223
865,-0.6091492923024462
866,-0.23829857715770805
867,-0.5053852430041764
868,-0.2791187987061105
869,-0.32118654127448243
870,-0.6477254920497583
871,-0.4372225120611584
872,-0.6344079712108286
873,-0.6392230399060446
874,-0.722059867869692
875,0.08251147507942928
876,-0.350465217662739
877,-0.491719207560355
878,-0.4094445147329835
879,-0.6438294776723668
880,-0.8718626311848264
881,-0.39587320839634116
882,-0.22475195760477182
883,-0.18142492329666604
884,0.005427813748282815
885,-0.77309334163538
886,-0.2626599872428302
887,-0.8328009615115778
888,-0.3255134074306626
889,-0.1596632699459213
890,-0.3053250919210059
891,-0.3961952265181176
892,-0.5108063949466287
893,-0.7183778094013367
894,-0.28729736632237846
895,-0.5797260567734238
896,-0.5157278572047422
897,-0.2541722397063076
898,-0.4741040639406803
899,-0.32277355820328707
900,-0.5191577487652693
901,-0.6267756586648168
902,0.07834498360170546
903,-0.47537556548262044
904,-0.6350637096461265
905,-0.684798743369911
906,-0.7257408073844234
907,-0.6911675271548672
908,-0.3917530681804026
909,-0.2376219643321283
910,-0.4040881797937534
911,-0.3333188934095061
912,-0.6183421334906093
913,-0.29311685497818196
914,-0.38192081349560736
915,-0.5677629002472752
916,-0.09795029601841201
917,-0.28988300141064405
918,0.06057728788792264
919,-0.5429779040202314
920,-0.4650014345693892
921,-0.2763899147566057
922,-0.3495068938644177
923,-0.4370745394372852
924,-0.7225866912150704
925,-0.372812071428067
926,-0.5927572274056233
927,-0.43305861237216037
928,-0.1413922636048838
929,-0.3605093941615259
930,-0.6894737993658897
931,-0.4647558268060459
932,-0.39189167736492136
933,-0.5211501467301739
934,-0.4567293514659578
935,-0.5816944564018112
936,-0.2739254398565377
937,-0.5180178278589684
938,-0.5094983425865738
939,-0.37371213852355845
940,-0.28520137257885736
941,-0.5864339634601645
942,-0.2206706756455378
943,-0.5133400367356858
944,0.0700350277171398
945,-0.3910613844978727
946,-0.7338108199053692
947,-0.8411429649104453
948,-0.36261187868031547
949,-0.4773029276535965
950,-0.0597908984108054
951,-0.5664439317693799
952,-0.5930482985921536
953,-0.604780152274138
954,-0.46977662536699477
955,-0.5923281774614906
956,-0.5571458739589675
957,-0.8496615553413921
958,-0.5576921798097756
959,-0.5068062350662019
960,-0.6622086415901408
961,-0.5428521280721541
962,-0.6424424054199458
963,-0.520010120414704
964,-0.46976805779465974
965,-0.08389260317524336
966,-0.66629728647723
967,-0.6573301453472212
968,-0.4470043809472833
969,-0.22909830101514467
970,-0.8394563544408415
971,-0.6099164674401673
972,-0.40931865514063687
973,-0.781809941952386
974,-0.8070830515976989
975,-0.7845731712003644
976,-0.4546191364795264
977,-0.5137196603940971
978,-0.24102121507208307
979,-0.08165945053114608
980,-0.46079813653229895
981,-0.6317296857771778
982,-0.1126597673096525
983,-0.5641631053836537
984,-0.4778435103138127
985,-0.36524043676450957
986,0.0506260644532332
987,-0.7033484263156535
988,-0.7047708103672018
989,-0.2598324648496196
990,-0.4562155764717209
991,-0.3264989524140095
992,-0.03770443410853434
993,-0.5200621109527922
994,-0.3324548763360299
995,-0.20542311700363455
996,-0.5411019064691
997,-0.5385547437584367
998,-0.6882358801478949
999,-0.43899739496670176
